Photo,Temp,Class
1165,79.08,Off
1125,79.08,Off
1161,79.01,Off
1179,78.97,Off
1169,79.05,Off
1127,79.05,Off
1169,79.01,Off
1187,79.01,Off
1165,79.05,Off
1141,78.86,Off
1179,78.94,Off
1135,79.01,Off
1162,79.08,Off
1125,79.08,Off
1215,79.01,Off
1129,79.05,Off
1166,79.08,Off
1126,79.05,Off
1163,79.05,Off
1135,79.05,Off
1165,79.16,Off
1127,79.08,Off
1165,79.05,Off
1129,79.05,Off
1165,79.01,Off
1125,78.97,Off
1164,79.08,Off
1131,79.05,Off
1162,79.01,Off
1127,79.01,Off
1159,79.05,Off
1132,79.01,Off
1217,79.01,Off
1127,78.97,Off
1161,79.08,Off
1177,78.9,Off
1165,79.08,Off
1180,78.94,Off
1211,78.94,Off
1127,79.08,Off
1163,79.08,Off
1124,79.01,Off
1165,79.05,Off
1128,79.01,Off
1214,78.97,Off
1128,79.08,Off
1164,79.08,Off
1132,79.12,Off
1163,79.12,Off
1127,79.05,Off
1162,79.12,Off
1173,78.86,Off
1163,79.05,Off
1129,79.05,Off
1163,79.05,Off
1129,79.01,Off
1163,79.05,Off
1124,79.01,Off
1203,78.94,Off
1132,79.01,Off
1213,78.97,Off
1145,78.94,Off
1175,78.97,Off
1134,79.05,Off
1161,79.08,Off
1125,79.05,Off
1161,79.01,Off
1135,78.97,Off
1216,79.01,Off
1183,78.97,Off
1161,79.05,Off
1131,79.01,Off
1159,79.08,Off
1131,79.12,Off
1161,79.01,Off
1131,79.05,Off
1167,79.05,Off
1183,79.01,Off
1159,79.05,Off
1128,79.01,Off
1169,78.86,Off
1125,79.01,Off
1159,79.08,Off
1135,78.94,Off
1160,79.01,Off
1127,79.01,Off
1159,79.05,Off
1131,79.05,Off
1161,79.12,Off
1129,79.12,Off
1164,79.08,Off
1131,79.01,Off
1209,78.97,Off
1132,78.94,Off
1157,79.08,Off
1183,78.94,Off
1161,79.12,Off
1128,79.05,Off
1158,79.12,Off
1179,78.97,Off
1161,79.05,Off
1148,78.94,Off
1135,78.9,Off
1156,78.9,Off
1129,78.97,Off
1176,78.83,Off
1133,78.94,Off
1161,79.01,Off
1146,78.86,Off
1157,78.94,Off
1132,78.9,Off
1177,78.86,Off
1130,78.86,Off
1156,78.94,Off
1135,79.01,Off
1159,79.05,Off
1133,79.01,Off
1159,79.01,Off
1136,79.05,Off
1158,78.97,Off
1129,78.97,Off
1157,78.97,Off
1133,78.94,Off
1159,78.94,Off
1130,78.97,Off
1156,78.97,Off
1135,78.97,Off
1159,78.97,Off
1149,78.83,Off
1157,79.01,Off
1132,78.94,Off
1178,78.83,Off
1130,78.94,Off
1154,78.94,Off
1152,78.79,Off
1158,78.9,Off
1130,79.05,Off
1156,78.97,Off
1154,78.86,Off
1161,79.01,Off
1130,78.97,Off
1156,79.01,Off
1134,79.05,Off
1157,78.97,Off
1131,79.01,Off
1157,78.94,Off
1132,78.94,Off
1175,78.83,Off
1131,78.94,Off
1157,78.97,Off
1133,79.01,Off
1156,78.94,Off
1131,78.94,Off
1154,78.94,Off
1135,78.94,Off
1178,78.86,Off
1148,78.83,Off
1154,79.01,Off
1135,78.97,Off
1155,78.97,Off
1131,78.97,Off
1154,78.86,Off
1136,78.97,Off
1156,78.97,Off
1154,78.9,Off
1177,78.75,Off
1137,78.97,Off
1158,78.94,Off
1132,78.97,Off
1154,79.01,Off
1172,78.79,Off
1195,78.83,Off
1135,78.94,Off
1172,78.72,Off
1156,78.83,Off
1156,79.01,Off
1133,78.86,Off
1159,78.97,Off
1139,78.97,Off
1156,78.97,Off
1151,78.83,Off
1157,79.05,Off
1157,78.97,Off
1156,78.94,Off
1133,78.83,Off
1153,78.9,Off
1137,78.94,Off
1177,78.79,Off
1136,78.94,Off
1173,78.83,Off
1139,78.94,Off
1159,79.01,Off
1155,78.9,Off
1155,78.97,Off
1139,79.01,Off
1158,79.01,Off
1155,78.79,Off
1155,78.97,Off
1153,78.83,Off
1156,78.94,Off
1137,78.86,Off
1175,78.86,Off
1138,79.05,Off
1157,78.97,Off
1155,78.86,Off
1155,79.01,Off
1139,78.94,Off
1157,79.01,Off
1137,78.94,Off
1152,78.9,Off
1158,78.79,Off
1155,79.01,Off
1137,78.94,Off
1154,78.94,Off
1143,79.01,Off
1157,78.94,Off
1136,78.94,Off
1153,78.94,Off
1141,78.97,Off
1157,79.01,Off
1138,78.97,Off
1188,78.86,Off
1176,78.86,Off
1173,78.86,Off
1137,78.94,Off
1152,78.94,Off
1161,78.83,Off
1156,78.97,Off
1136,78.94,Off
1152,78.86,Off
1140,78.9,Off
1154,78.94,Off
1138,78.86,Off
1153,78.94,Off
1140,78.94,Off
1156,79.01,Off
1138,78.94,Off
1153,78.97,Off
1141,78.97,Off
1157,78.97,Off
1138,78.94,Off
1152,78.94,Off
1143,78.9,Off
1172,78.83,Off
1138,78.94,Off
1152,78.97,Off
1143,78.9,Off
1155,78.97,Off
1139,79.01,Off
1152,78.97,Off
1140,79.01,Off
1174,78.86,Off
1142,79.16,Off
1149,78.97,Off
1160,78.75,Off
1153,78.94,Off
1141,78.94,Off
1152,78.94,Off
1142,78.94,Off
1175,78.83,Off
1141,78.9,Off
1187,78.83,Off
1143,78.94,Off
1170,78.86,Off
1139,78.94,Off
1151,78.97,Off
1160,78.83,Off
1154,79.01,Off
1140,78.94,Off
1151,78.97,Off
1142,78.94,Off
1152,78.9,Off
1176,78.79,Off
1184,78.79,Off
1181,78.86,Off
1171,78.86,Off
1156,78.86,Off
1151,79.05,Off
1159,78.83,Off
1151,78.97,Off
1140,78.94,Off
1149,79.01,Off
1142,78.94,Off
1153,78.94,Off
1138,78.9,Off
1148,78.86,Off
1145,78.97,Off
1152,79.01,Off
1141,78.97,Off
1151,78.94,Off
1143,77.51,Off
1169,78.79,Off
1140,78.9,Off
1148,78.97,Off
1142,79.01,Off
1147,78.94,Off
1140,78.94,Off
1145,78.94,Off
1143,79.01,Off
1146,78.86,Off
1141,78.94,Off
1145,78.94,Off
1142,78.94,Off
1149,78.94,Off
1143,78.9,Off
1145,78.97,Off
1145,78.97,Off
1168,78.83,Off
1139,78.9,Off
1144,78.9,Off
1142,78.9,Off
1149,78.94,Off
1141,78.97,Off
1143,78.9,Off
1146,79.01,Off
1165,78.79,Off
1138,78.94,Off
1143,78.94,Off
1161,78.83,Off
1149,78.94,Off
1139,78.94,Off
1144,79.01,Off
1141,78.94,Off
1163,78.79,Off
1176,78.83,Off
1160,78.83,Off
1158,78.72,Off
1146,78.9,Off
1139,78.94,Off
1142,78.97,Off
1142,78.97,Off
1141,78.97,Off
1157,78.86,Off
1142,78.94,Off
1144,78.97,Off
1143,78.97,Off
1140,78.9,Off
1142,78.94,Off
1145,78.97,Off
1140,78.94,Off
1158,78.79,Off
1141,78.86,Off
1141,78.94,Off
1160,78.79,Off
1142,78.9,Off
1140,78.9,Off
1160,78.86,Off
1144,78.9,Off
1143,78.97,Off
1139,78.97,Off
1144,78.94,Off
1145,78.94,Off
1140,78.9,Off
1175,78.83,Off
1143,78.9,Off
1143,78.97,Off
1142,78.9,Off
1139,78.94,Off
1143,78.9,Off
1143,78.94,Off
1144,78.94,Off
1139,78.97,Off
1145,79.01,Off
1145,79.01,Off
1143,78.9,Off
1156,78.83,Off
1144,79.05,Off
1141,78.9,Off
1143,78.9,Off
1139,78.9,Off
1145,78.97,Off
1160,78.79,Off
1143,78.83,Off
1141,78.9,Off
1161,78.79,Off
1178,78.83,Off
1145,78.97,Off
1137,78.9,Off
1165,78.83,Off
1162,78.83,Off
1160,78.75,Off
1140,78.9,Off
1146,78.9,Off
1139,78.9,Off
1143,78.94,Off
1157,78.83,Off
1148,78.9,Off
1139,78.86,Off
1147,78.97,Off
1137,78.9,Off
1144,78.97,Off
1157,78.86,Off
1146,78.97,Off
1137,78.94,Off
1165,78.83,Off
1140,78.94,Off
1145,78.97,Off
1155,78.79,Off
1148,78.94,Off
1137,78.9,Off
1142,78.9,Off
1137,78.86,Off
1147,78.9,Off
1156,78.79,Off
1143,78.9,Off
1137,78.9,Off
1165,78.86,Off
1141,78.9,Off
1149,78.94,Off
1139,79.01,Off
1169,78.86,Off
1143,78.97,Off
1146,79.01,Off
1135,78.86,Off
1148,78.94,Off
1139,78.86,Off
1146,78.94,Off
1152,78.79,Off
1147,78.9,Off
1156,78.86,Off
1147,78.9,Off
1171,78.83,Off
1164,78.83,Off
1140,78.97,Off
1146,78.97,Off
1134,78.94,Off
1178,78.83,Off
1169,78.79,Off
1149,79.05,Off
1134,78.9,Off
1149,78.9,Off
1136,78.9,Off
1147,78.83,Off
1134,78.97,Off
1149,78.94,Off
1153,78.75,Off
1149,78.97,Off
1151,78.79,Off
1148,78.94,Off
1135,79.01,Off
1147,78.9,Off
1129,78.9,Off
1146,78.9,Off
1135,78.97,Off
1145,78.94,Off
1130,78.94,Off
1148,78.94,Off
1157,78.86,Off
1146,78.86,Off
1150,78.61,Off
1150,78.9,Off
1136,78.94,Off
1164,78.79,Off
1133,78.97,Off
1148,78.97,Off
1137,78.94,Off
1149,78.94,Off
1130,78.97,Off
1145,78.94,Off
1133,78.94,Off
1149,78.94,Off
1146,78.72,Off
1150,78.9,Off
1136,78.94,Off
1151,78.94,Off
1135,78.94,Off
1152,78.94,Off
1133,78.97,Off
1150,78.9,Off
1133,78.94,Off
1150,79.01,Off
1133,78.9,Off
1151,78.94,Off
1132,78.94,Off
1151,78.9,Off
1133,78.94,Off
1148,79.01,Off
1161,78.75,Off
1183,78.86,Off
1167,78.79,Off
1151,78.94,Off
1150,78.86,Off
1150,78.94,Off
1133,79.01,Off
1168,78.79,Off
1130,78.94,Off
1150,79.08,Off
1150,78.75,Off
1151,78.97,Off
1131,78.97,Off
1168,78.79,Off
1128,78.94,Off
1148,78.94,Off
1145,78.75,Off
1151,78.9,Off
1134,78.94,Off
1152,78.94,Off
1128,78.9,Off
1154,78.94,Off
1152,78.79,Off
1151,79.01,Off
1130,78.9,Off
1152,79.01,Off
1134,78.94,Off
1151,78.9,Off
1130,78.94,Off
1152,78.97,Off
1131,79.01,Off
1146,78.94,Off
1130,78.94,Off
1154,78.97,Off
1132,78.94,Off
1152,78.94,Off
1126,78.79,Off
1152,78.86,Off
1130,78.94,Off
1150,78.97,Off
1129,78.86,Off
1168,78.83,Off
1131,78.94,Off
1153,78.97,Off
1158,78.75,Off
1172,78.83,Off
1132,78.97,Off
1151,78.97,Off
1123,79.08,Off
1151,79.01,Off
1132,78.94,Off
1181,78.79,Off
1158,78.79,Off
1184,78.86,Off
1150,78.79,Off
1152,78.94,Off
1129,78.94,Off
1152,78.94,Off
1127,78.86,Off
1152,78.83,Off
1129,78.86,Off
1151,78.9,Off
1149,78.79,Off
1152,78.9,Off
1123,79.01,Off
1169,78.79,Off
1129,78.94,Off
1152,78.97,Off
1145,78.79,Off
1153,78.9,Off
1129,78.94,Off
1148,78.94,Off
1128,78.9,Off
1152,78.86,Off
1129,78.86,Off
1173,78.86,Off
1127,78.94,Off
1152,78.9,Off
1148,78.83,Off
1154,78.9,Off
1127,79.05,Off
1173,78.79,Off
1131,78.9,Off
1155,78.94,Off
1126,78.94,Off
1155,78.94,Off
1130,78.94,Off
1170,78.79,Off
1126,78.9,Off
1172,78.79,Off
1129,78.97,Off
1152,78.86,Off
1125,78.86,Off
1153,78.86,Off
1128,78.86,Off
1155,78.94,Off
1129,78.9,Off
1156,78.97,Off
1131,78.9,Off
1154,78.9,Off
1124,78.97,Off
1152,78.9,Off
1128,78.94,Off
1181,78.79,Off
1145,78.79,Off
1155,78.9,Off
1127,78.94,Off
1153,78.9,Off
1125,78.94,Off
1172,78.79,Off
1125,78.94,Off
1153,79.01,Off
1125,78.94,Off
1155,78.9,Off
1129,78.94,Off
1155,78.97,Off
1127,78.97,Off
1155,78.94,Off
1128,78.9,Off
1154,78.97,Off
1129,78.97,Off
1174,78.83,Off
1126,78.94,Off
1155,78.9,Off
1127,78.97,Off
1173,78.83,Off
1127,78.94,Off
1157,78.9,Off
1125,78.83,Off
1155,78.9,Off
1129,78.97,Off
1155,78.94,Off
1124,78.9,Off
1157,78.9,Off
1147,78.79,Off
1156,79.01,Off
1140,78.75,Off
1157,78.94,Off
1128,78.9,Off
1158,78.94,Off
1146,78.83,Off
1156,78.94,Off
1148,78.86,Off
1157,78.9,Off
1121,78.97,Off
1158,78.9,Off
1130,78.97,Off
1155,78.97,Off
1127,78.97,Off
1154,78.94,Off
1124,78.94,Off
1173,78.79,Off
1157,78.86,Off
1172,78.79,Off
1162,78.83,Off
1154,78.9,Off
1124,78.9,Off
1154,78.94,Off
1129,78.94,Off
1157,78.9,Off
1120,78.94,Off
1157,78.86,Off
1125,79.05,Off
1175,78.83,Off
1123,78.86,Off
1159,78.97,Off
1145,78.79,Off
1153,78.94,Off
1125,78.94,Off
1155,78.9,Off
1126,78.9,Off
1157,78.86,Off
1124,78.94,Off
1176,78.86,Off
1128,78.86,Off
1173,78.86,Off
1121,79.05,Off
1159,78.94,Off
1127,78.94,Off
1159,78.97,Off
1125,78.9,Off
1159,79.01,Off
1145,78.86,Off
1160,78.94,Off
1123,78.9,Off
1157,78.97,Off
1129,78.9,Off
1161,78.94,Off
1124,78.94,Off
1174,78.79,Off
1130,78.86,Off
1157,78.9,Off
1123,78.86,Off
1159,78.9,Off
1127,78.9,Off
1176,78.75,Off
1127,78.9,Off
1161,78.94,Off
1148,78.86,Off
1161,78.97,Off
1126,78.94,Off
1159,78.94,Off
1130,78.94,Off
1160,78.94,Off
1123,78.9,Off
1184,78.83,Off
1155,78.75,Off
1176,78.79,Off
1123,78.9,Off
1157,78.97,Off
1127,78.9,Off
1157,78.86,Off
1123,78.86,Off
1159,78.79,Off
1122,78.97,Off
1178,78.83,Off
1127,78.97,Off
1159,79.01,Off
1145,78.79,Off
1159,78.86,Off
1123,78.9,Off
1178,78.83,Off
1129,78.94,Off
1161,78.9,Off
1123,78.94,Off
1160,78.94,Off
1127,78.94,Off
1161,78.9,Off
1120,78.9,Off
1161,78.97,Off
1122,78.94,Off
1161,78.94,Off
1121,78.94,Off
1156,79.01,Off
1127,78.86,Off
1159,78.9,Off
1123,78.86,Off
1161,78.94,Off
1145,78.79,Off
1177,78.83,Off
1143,78.83,Off
1161,78.97,Off
1127,78.97,Off
1186,78.79,Off
1142,78.79,Off
1161,78.94,Off
1145,78.72,Off
1161,78.9,Off
1125,78.83,Off
1156,78.94,Off
1124,78.9,Off
1163,78.86,Off
1124,78.94,Off
1161,78.94,Off
1144,78.86,Off
1157,78.97,Off
1153,78.68,Off
1186,78.83,Off
1144,78.83,Off
1160,78.94,Off
1122,78.9,Off
1161,78.97,Off
1123,78.97,Off
1162,78.94,Off
1123,78.94,Off
1161,78.94,Off
1127,78.94,Off
1181,78.75,Off
1145,78.83,Off
1157,78.94,Off
1127,78.9,Off
1179,78.75,Off
1123,78.9,Off
1164,78.94,Off
1131,78.9,Off
1165,78.94,Off
1124,78.9,Off
1161,78.94,Off
1125,78.97,Off
1161,78.9,Off
1125,78.97,Off
1178,78.79,Off
1125,78.9,Off
1162,79.05,Off
1122,78.97,Off
1159,79.01,Off
1128,78.97,Off
1164,78.9,Off
1124,78.9,Off
1163,78.94,Off
1127,78.9,Off
1161,78.9,Off
1124,78.86,Off
1187,78.79,Off
1146,78.83,Off
1164,78.9,Off
1125,78.9,Off
1177,78.72,Off
1128,78.94,Off
1162,78.97,Off
1122,78.9,Off
1162,78.94,Off
1127,78.9,Off
1162,78.94,Off
1123,78.9,Off
1161,79.01,Off
1128,78.9,Off
1189,78.83,Off
1146,78.79,Off
1187,78.83,Off
1124,78.97,Off
1162,78.94,Off
1140,78.79,Off
1160,78.9,Off
1126,78.86,Off
1161,78.86,Off
1124,78.9,Off
1156,78.97,Off
1143,78.79,Off
1162,78.86,Off
1121,79.05,Off
1177,78.83,Off
1125,78.86,Off
1163,78.9,Off
1139,78.79,Off
1159,78.94,Off
1146,78.79,Off
1181,78.83,Off
1122,78.9,Off
1163,79.01,Off
1129,78.9,Off
1161,78.94,Off
1124,79.01,Off
1157,78.97,Off
1124,78.97,Off
1179,78.79,Off
1120,78.94,Off
1162,78.9,Off
1125,78.94,Off
1162,78.86,Off
1125,78.79,Off
1162,78.9,Off
1148,78.83,Off
1159,79.01,Off
1155,78.83,Off
1163,78.94,Off
1129,78.86,Off
1163,78.94,Off
1123,78.86,Off
1162,78.94,Off
1151,78.9,Off
1181,78.83,Off
1121,79.08,Off
1165,78.94,Off
1131,79.01,Off
1163,78.94,Off
1121,78.97,Off
1162,78.94,Off
1146,78.83,Off
1188,78.79,Off
1145,78.79,Off
1179,78.79,Off
1127,79.01,Off
1163,78.94,Off
1123,78.9,Off
1177,78.75,Off
1129,78.86,Off
1158,78.97,Off
1118,78.97,Off
1158,78.97,Off
1122,78.97,Off
1165,78.94,Off
1121,79.01,Off
1160,79.01,Off
1124,78.94,Off
1162,78.9,Off
1121,78.97,Off
1156,78.94,Off
1121,78.9,Off
1161,78.83,Off
1124,78.9,Off
1161,78.94,Off
1147,78.79,Off
1176,78.83,Off
1117,78.94,Off
1159,78.9,Off
1128,78.94,Off
1163,78.94,Off
1123,78.86,Off
1161,78.94,Off
1123,78.97,Off
1163,78.9,Off
1127,78.94,Off
1158,79.01,Off
1154,78.79,Off
1165,79.05,Off
1126,78.94,Off
1161,78.9,Off
1148,78.79,Off
1178,78.83,Off
1121,78.94,Off
1163,78.94,Off
1131,78.9,Off
1165,78.9,Off
1141,78.72,Off
1160,78.9,Off
1146,78.83,Off
1164,78.9,Off
1126,78.9,Off
1158,79.01,Off
1152,78.72,Off
1188,78.79,Off
1127,78.86,Off
1162,78.94,Off
1147,78.83,Off
1164,78.97,Off
1121,78.97,Off
1161,78.94,Off
1131,78.9,Off
1165,78.97,Off
1127,78.9,Off
1160,78.9,Off
1131,78.94,Off
1160,79.01,Off
1129,79.45,Off
1129,79.12,Off
1140,79.45,Off
1104,79.45,Off
1183,79.12,Off
1141,79.05,Off
1167,79.01,Off
1132,78.97,Off
1166,78.97,Off
1138,78.97,Off
1166,78.94,Off
1136,78.97,Off
1167,78.97,Off
1137,79.08,Off
1199,78.97,Off
1132,79.01,Off
1173,78.9,Off
1137,78.97,Off
1167,78.97,Off
1132,78.9,Off
1166,79.01,Off
1162,78.97,Off
1151,79.19,Off
1117,79.19,Off
1169,79.01,Off
1138,78.97,Off
1164,78.97,Off
1134,79.01,Off
1169,79.01,Off
1136,79.01,Off
1169,78.97,Off
1131,78.94,Off
1166,78.97,Off
1136,78.97,Off
1169,78.94,Off
1131,79.01,Off
1168,78.97,Off
1136,79.01,Off
1171,78.97,Off
1133,79.01,Off
1167,78.97,Off
1136,78.97,Off
1171,79.05,Off
1131,78.94,Off
1168,78.94,Off
1137,78.97,Off
1195,78.94,Off
1134,79.05,Off
1166,78.94,Off
1167,78.83,Off
1166,78.97,Off
1131,78.83,Off
1171,78.97,Off
1134,78.97,Off
1195,78.97,Off
1153,78.9,Off
1167,79.01,Off
1139,79.08,Off
1166,78.97,Off
1132,78.97,Off
1171,79.01,Off
1136,78.97,Off
1170,78.97,Off
1132,78.97,Off
1166,78.94,Off
1168,78.94,Off
1168,79.01,Off
1130,78.9,Off
1169,79.01,Off
1136,78.94,Off
1169,78.97,Off
1132,78.97,Off
1188,78.83,Off
1134,79.01,Off
1168,79.01,Off
1131,78.97,Off
1194,78.86,Off
1134,78.9,Off
1189,78.86,Off
1131,78.9,Off
1167,78.97,Off
1131,78.94,Off
1169,79.05,Off
1128,78.94,Off
1168,78.97,Off
1130,78.94,Off
1172,78.9,Off
1159,78.9,Off
1167,78.94,Off
1131,78.94,Off
1169,78.97,Off
1171,78.94,Off
1168,78.97,Off
1133,78.94,Off
1168,78.97,Off
1132,79.05,Off
1166,78.94,Off
1134,78.86,Off
1176,78.94,Off
1132,78.97,Off
1171,78.97,Off
1160,78.94,Off
1170,78.97,Off
1129,78.94,Off
1168,78.9,Off
1135,78.97,Off
1169,78.97,Off
1130,78.9,Off
1167,78.94,Off
1136,78.97,Off
1169,78.94,Off
1131,78.97,Off
1171,79.01,Off
1136,78.94,Off
1171,78.94,Off
1132,78.94,Off
1174,78.97,Off
1121,79.12,Off
1172,78.97,Off
1134,78.94,Off
1170,78.94,Off
1137,78.97,Off
1170,78.97,Off
1132,78.97,Off
1168,78.9,Off
1137,78.97,Off
1172,78.97,Off
1133,78.94,Off
1175,79.05,Off
1139,78.97,Off
1172,78.94,Off
1135,78.94,Off
1170,78.94,Off
1138,78.75,Off
1173,78.97,Off
1133,78.9,Off
1171,78.94,Off
1135,78.9,Off
1173,78.97,Off
1135,78.97,Off
1171,78.97,Off
1158,78.83,Off
1175,78.9,Off
1134,78.86,Off
1171,78.97,Off
1138,78.9,Off
1173,78.97,Off
1134,78.94,Off
1171,79.05,Off
1136,78.94,Off
1172,78.94,Off
1135,78.94,Off
1171,78.94,Off
1136,78.9,Off
1171,78.94,Off
1135,78.97,Off
1172,78.94,Off
1138,78.97,Off
1170,78.97,Off
1126,79.08,Off
1172,79.01,Off
1162,78.83,Off
1174,78.94,Off
1135,78.97,Off
1169,78.94,Off
1139,78.97,Off
1170,78.97,Off
1134,78.94,Off
1175,79.01,Off
1139,78.94,Off
1172,78.97,Off
1134,78.9,Off
1170,78.94,Off
1138,78.83,Off
1173,78.94,Off
1137,78.97,Off
1168,78.94,Off
1127,79.08,Off
1175,78.97,Off
1135,78.97,Off
1174,78.97,Off
1160,78.83,Off
1173,78.97,Off
1136,78.94,Off
1192,78.86,Off
1162,78.83,Off
1174,78.9,Off
1139,78.97,Off
1174,78.97,Off
1138,78.1,Off
1192,78.94,Off
1135,78.94,Off
1170,78.94,Off
1164,78.9,Off
1176,78.9,Off
1135,78.9,Off
1169,78.97,Off
1157,79.01,Off
1172,78.97,Off
1134,78.97,Off
1163,79.08,Off
1138,78.94,Off
1172,78.97,Off
1134,78.86,Off
1172,79.01,Off
1137,78.97,Off
1194,78.9,Off
1134,78.97,Off
1173,78.97,Off
1165,78.9,Off
1174,79.01,Off
1136,78.97,Off
1172,78.97,Off
1161,78.9,Off
1171,78.97,Off
1137,78.97,Off
1192,78.9,Off
1140,78.97,Off
1173,78.97,Off
1135,78.94,Off
1170,79.01,Off
1138,78.94,Off
1175,78.97,Off
1132,79.01,Off
1170,78.94,Off
1166,78.9,Off
1174,78.97,Off
1136,79.01,Off
1172,79.05,Off
1136,78.97,Off
1171,78.97,Off
1136,78.97,Off
1190,78.94,Off
1138,78.97,Off
1172,78.9,Off
1138,78.97,Off
1172,78.9,Off
1141,78.97,Off
1189,78.9,Off
1139,78.97,Off
1173,79.05,Off
1140,78.94,Off
1175,79.01,Off
1140,79.01,Off
1175,79.05,Off
1144,79.08,Off
1174,78.97,Off
1141,78.97,Off
1192,78.94,Off
1143,79.05,Off
1174,79.01,Off
1139,79.05,Off
1175,78.94,Off
1141,78.94,Off
1173,78.97,Off
1137,78.94,Off
1171,78.97,Off
1141,78.94,Off
1174,78.94,Off
1137,78.94,Off
1170,78.97,Off
1139,78.94,Off
1171,79.01,Off
1160,78.94,Off
1171,78.97,Off
1140,78.94,Off
1172,79.01,Off
1136,78.97,Off
1171,79.05,Off
1142,78.97,Off
1193,78.94,Off
1140,79.05,Off
1170,79.01,Off
1164,78.83,Off
1172,78.97,Off
1139,78.97,Off
1170,78.94,Off
1142,78.9,Off
1174,79.05,Off
1138,78.97,Off
1177,78.94,Off
1142,78.94,Off
1170,78.97,Off
1139,78.97,Off
1191,78.86,Off
1143,78.94,Off
1171,78.97,Off
1142,78.97,Off
1171,79.01,Off
1143,79.05,Off
1171,78.97,Off
1137,78.97,Off
1169,78.97,Off
1163,78.9,Off
1170,78.97,Off
1140,78.94,Off
1187,78.9,Off
1141,78.94,Off
1170,78.94,Off
1138,78.97,Off
1170,79.05,Off
1144,78.94,Off
1170,78.94,Off
1162,78.83,Off
1168,78.9,Off
1144,78.94,Off
1170,78.97,Off
1141,78.9,Off
1166,78.97,Off
1142,78.94,Off
1168,78.97,Off
1139,78.97,Off
1168,78.97,Off
1142,78.94,Off
1190,78.94,Off
1142,79.01,Off
1170,78.97,Off
1142,78.9,Off
1170,78.97,Off
1141,79.01,Off
1170,78.94,Off
1143,78.94,Off
1168,78.97,Off
1140,78.9,Off
1167,78.97,Off
1145,79.12,Off
1171,79.01,Off
1166,78.94,Off
1166,78.97,Off
1144,78.94,Off
1170,78.9,Off
1138,78.94,Off
1168,79.01,Off
1144,78.94,Off
1154,79.19,Off
1142,78.97,Off
1169,79.01,Off
1149,78.97,Off
1168,78.97,Off
1142,78.97,Off
1167,79.01,Off
1146,78.97,Off
1168,78.94,Off
1161,78.9,Off
1164,78.9,Off
1147,78.97,Off
1166,78.94,Off
1140,79.01,Off
1166,78.97,Off
1146,78.94,Off
1169,78.97,Off
1145,78.94,Off
1166,79.05,Off
1168,78.86,Off
1166,78.94,Off
1143,78.97,Off
1166,78.97,Off
1162,78.86,Off
1168,78.97,Off
1144,78.97,Off
1184,78.9,Off
1146,78.94,Off
1166,78.94,Off
1142,78.94,Off
1164,78.94,Off
1146,78.97,Off
1167,79.01,Off
1144,79.01,Off
1167,78.9,Off
1166,78.9,Off
1168,78.97,Off
1148,78.97,Off
1166,78.94,Off
1178,78.9,Off
1168,78.97,Off
1147,79.01,Off
1191,79.01,Off
1151,79.08,Off
1166,79.05,Off
1144,78.94,Off
1163,78.97,Off
1147,78.94,Off
1186,78.86,Off
1143,78.94,Off
1167,78.97,Off
1149,78.94,Off
1168,78.9,Off
1147,78.97,Off
1162,78.94,Off
1166,78.86,Off
1164,78.97,Off
1146,78.94,Off
1158,78.97,Off
1148,78.97,Off
1163,78.94,Off
1144,78.94,Off
1163,79.05,Off
1148,79.01,Off
1179,78.86,Off
1148,78.97,Off
1165,79.08,Off
1174,78.86,Off
1162,78.94,Off
1146,78.94,Off
1160,78.97,Off
1150,78.94,Off
1163,78.94,Off
1166,78.86,Off
1163,79.01,Off
1150,79.05,Off
1162,78.97,Off
1146,78.94,Off
1159,78.9,Off
1151,79.01,Off
1182,78.83,Off
1147,78.97,Off
1162,78.97,Off
1150,78.94,Off
1182,78.86,Off
1148,79.01,Off
1160,79.01,Off
1151,79.12,Off
1160,78.94,Off
1148,78.94,Off
1160,78.97,Off
1148,78.86,Off
1164,78.9,Off
1147,78.94,Off
1158,78.94,Off
1149,78.97,Off
1178,78.86,Off
1149,78.9,Off
1160,78.97,Off
1151,78.94,Off
1160,78.9,Off
1151,78.97,Off
1157,78.97,Off
1151,79.01,Off
1161,79.05,Off
1164,78.83,Off
1158,79.01,Off
1150,78.97,Off
1158,78.9,Off
1149,78.9,Off
1154,78.94,Off
1152,78.94,Off
1179,78.86,Off
1149,78.97,Off
1158,79.05,Off
1151,78.97,Off
1160,78.9,Off
1149,78.94,Off
1158,78.97,Off
1150,78.94,Off
1162,78.9,Off
1151,78.94,Off
1155,79.01,Off
1157,78.97,Off
1161,79.05,Off
1151,79.01,Off
1157,78.97,Off
1153,78.97,Off
1173,78.83,Off
1151,78.9,Off
1156,78.97,Off
1152,78.97,Off
1157,78.94,Off
1150,78.94,Off
1153,78.97,Off
1166,78.83,Off
1157,79.05,Off
1152,78.94,Off
1152,78.94,Off
1152,78.94,Off
1156,78.97,Off
1149,78.94,Off
1154,78.94,Off
1153,78.97,Off
1173,78.9,Off
1152,78.97,Off
1152,78.94,Off
1172,78.83,Off
1155,78.97,Off
1153,78.94,Off
1152,78.94,Off
1151,78.97,Off
1152,78.9,Off
1149,78.9,Off
1170,78.83,Off
1152,78.9,Off
1154,78.97,Off
1152,78.94,Off
1151,78.97,Off
1152,78.94,Off
1154,78.94,Off
1152,78.97,Off
1154,78.94,Off
